city;lat;lng;country;iso2;iso3
Wilmington;41.3198;-88.1434;United States;NA;USA
Palos Hills;41.6986;-87.8266;United States;NA;USA
Geneseo;41.4508;-90.154;United States;NA;USA
Moline;41.482;-90.4919;United States;NA;USA
West Dundee;42.0984;-88.3072;United States;NA;USA
Carbondale;37.722;-89.2238;United States;NA;USA
Bartlett;41.9804;-88.2071;United States;NA;USA
West Chicago;41.8958;-88.2252;United States;NA;USA
Rantoul;40.3031;-88.1549;United States;NA;USA
Springfield;39.7712;-89.6539;United States;NA;USA
Saint Charles;41.9193;-88.311;United States;NA;USA
Roscoe;42.4253;-89.0084;United States;NA;USA
Pekin;40.5677;-89.6263;United States;NA;USA
Carol Stream;41.9183;-88.1309;United States;NA;USA
Westchester;41.8492;-87.8906;United States;NA;USA
Hawthorn Woods;42.2313;-88.0623;United States;NA;USA
Park City;42.3522;-87.8915;United States;NA;USA
Huntley;42.16;-88.433;United States;NA;USA
Hinsdale;41.8005;-87.9273;United States;NA;USA
Lyons;41.8121;-87.8192;United States;NA;USA
Skokie;42.0359;-87.74;United States;NA;USA
Spring Grove;42.4547;-88.2403;United States;NA;USA
Northlake;41.9142;-87.9054;United States;NA;USA
Canton;40.5632;-90.0409;United States;NA;USA
Johnsburg;42.384;-88.2475;United States;NA;USA
Niles;42.0278;-87.8099;United States;NA;USA
Braidwood;41.2696;-88.2233;United States;NA;USA
Byron;42.1273;-89.2622;United States;NA;USA
Cahokia;38.5649;-90.1792;United States;NA;USA
Oak Park;41.8872;-87.7899;United States;NA;USA
Dixon;41.8437;-89.4786;United States;NA;USA
East Moline;41.5199;-90.388;United States;NA;USA
South Beloit;42.4821;-89.0249;United States;NA;USA
Monticello;40.0339;-88.5729;United States;NA;USA
Herrin;37.7984;-89.0303;United States;NA;USA
Carmi;38.0857;-88.1727;United States;NA;USA
Effingham;39.1206;-88.5509;United States;NA;USA
Richton Park;41.4821;-87.7353;United States;NA;USA
Machesney Park;42.3666;-89.0266;United States;NA;USA
Bolingbrook;41.6903;-88.102;United States;NA;USA
Highland Park;42.1824;-87.8105;United States;NA;USA
Palos Heights;41.6637;-87.7959;United States;NA;USA
Batavia;41.8479;-88.3109;United States;NA;USA
Homewood;41.5591;-87.661;United States;NA;USA
Ottawa;41.3529;-88.8313;United States;NA;USA
Tinley Park;41.567;-87.8051;United States;NA;USA
Shiloh;38.5535;-89.9161;United States;NA;USA
Loves Park;42.3365;-88.9975;United States;NA;USA
Lake Bluff;42.2826;-87.851;United States;NA;USA
Waukegan;42.3697;-87.8716;United States;NA;USA
Chicago Heights;41.5101;-87.6347;United States;NA;USA
South Elgin;41.9907;-88.3132;United States;NA;USA
Pana;39.3827;-89.0643;United States;NA;USA
Marion;37.717;-88.9274;United States;NA;USA
Itasca;41.9773;-88.0182;United States;NA;USA
Rock Falls;41.7724;-89.6928;United States;NA;USA
Downers Grove;41.7949;-88.017;United States;NA;USA
Pontiac;40.8881;-88.6415;United States;NA;USA
Rock Island;41.4699;-90.5827;United States;NA;USA
Park Forest;41.4817;-87.6868;United States;NA;USA
Mascoutah;38.5191;-89.8045;United States;NA;USA
Schiller Park;41.9586;-87.8693;United States;NA;USA
La Grange;41.8072;-87.8742;United States;NA;USA
Schaumburg;42.0307;-88.0838;United States;NA;USA
McHenry;42.3388;-88.2931;United States;NA;USA
Robbins;41.6431;-87.708;United States;NA;USA
Princeton;41.3809;-89.4647;United States;NA;USA
Northbrook;42.1292;-87.8353;United States;NA;USA
Salem;38.6278;-88.9578;United States;NA;USA
Rochelle;41.9198;-89.0634;United States;NA;USA
Woodridge;41.7369;-88.0408;United States;NA;USA
Oak Lawn;41.7139;-87.7528;United States;NA;USA
Steger;41.4722;-87.6183;United States;NA;USA
Oswego;41.6834;-88.3372;United States;NA;USA
Wilmette;42.077;-87.7282;United States;NA;USA
Champaign;40.1144;-88.2735;United States;NA;USA
Berkeley;41.8891;-87.9114;United States;NA;USA
University Park;41.446;-87.7154;United States;NA;USA
Campton Hills;41.9498;-88.4167;United States;NA;USA
Bradley;41.1643;-87.8451;United States;NA;USA
Colona;41.4676;-90.3445;United States;NA;USA
Glen Ellyn;41.8669;-88.063;United States;NA;USA
Winnetka;42.1064;-87.7421;United States;NA;USA
Gillespie;39.1258;-89.8173;United States;NA;USA
Murphysboro;37.7679;-89.3321;United States;NA;USA
Urbana;40.1106;-88.1972;United States;NA;USA
Elmwood Park;41.9225;-87.8163;United States;NA;USA
Lake Villa;42.4184;-88.0836;United States;NA;USA
Kankakee;41.102;-87.8643;United States;NA;USA
Hampshire;42.1112;-88.512;United States;NA;USA
Manhattan;41.4274;-87.9802;United States;NA;USA
Burr Ridge;41.7485;-87.9198;United States;NA;USA
Lincolnwood;42.0054;-87.7329;United States;NA;USA
Wauconda;42.2748;-88.1359;United States;NA;USA
Riverdale;41.6441;-87.6366;United States;NA;USA
Robinson;39.0089;-87.733;United States;NA;USA
Crete;41.4397;-87.6231;United States;NA;USA
Crestwood;41.6454;-87.7396;United States;NA;USA
Genoa;42.0929;-88.6966;United States;NA;USA
Bartonville;40.6397;-89.6608;United States;NA;USA
Fairview Heights;38.5974;-90.0053;United States;NA;USA
Zion;42.4598;-87.8509;United States;NA;USA
Shorewood;41.5175;-88.2149;United States;NA;USA
Calumet City;41.6133;-87.5502;United States;NA;USA
Glencoe;42.1347;-87.7641;United States;NA;USA
Wheaton;41.8561;-88.1083;United States;NA;USA
Poplar Grove;42.3516;-88.8353;United States;NA;USA
Villa Park;41.8864;-87.9779;United States;NA;USA
Wheeling;42.1308;-87.9239;United States;NA;USA
Bethalto;38.9016;-90.0472;United States;NA;USA
North Riverside;41.8461;-87.8263;United States;NA;USA
Kewanee;41.2399;-89.9259;United States;NA;USA
Franklin Park;41.9361;-87.8794;United States;NA;USA
Highwood;42.206;-87.8128;United States;NA;USA
East Peoria;40.6739;-89.5421;United States;NA;USA
Gilberts;42.1096;-88.3716;United States;NA;USA
Crest Hill;41.5724;-88.1128;United States;NA;USA
Winfield;41.8776;-88.1505;United States;NA;USA
Lincoln;40.1507;-89.372;United States;NA;USA
Blue Island;41.6578;-87.6812;United States;NA;USA
Glendale Heights;41.9196;-88.0784;United States;NA;USA
Alton;38.9033;-90.1523;United States;NA;USA
La Grange Park;41.8308;-87.8723;United States;NA;USA
Decatur;39.8556;-88.9337;United States;NA;USA
Romeoville;41.6317;-88.1;United States;NA;USA
Matteson;41.5095;-87.7468;United States;NA;USA
Paris;39.6148;-87.6904;United States;NA;USA
Evergreen Park;41.7213;-87.7013;United States;NA;USA
Worth;41.6877;-87.7916;United States;NA;USA
Norridge;41.9637;-87.8231;United States;NA;USA
Buffalo Grove;42.1673;-87.9616;United States;NA;USA
Creve Coeur;40.6422;-89.5987;United States;NA;USA
Manteno;41.2505;-87.8442;United States;NA;USA
North Aurora;41.8083;-88.3413;United States;NA;USA
Aurora;41.7638;-88.2901;United States;NA;USA
Macomb;40.4721;-90.6818;United States;NA;USA
Harvard;42.4297;-88.6212;United States;NA;USA
Hoffman Estates;42.0638;-88.1463;United States;NA;USA
Rockford;42.2598;-89.0641;United States;NA;USA
Carlinville;39.2774;-89.8762;United States;NA;USA
Sugar Grove;41.7758;-88.448;United States;NA;USA
Round Lake Park;42.3309;-88.075;United States;NA;USA
Mount Carmel;38.419;-87.7695;United States;NA;USA
Glen Carbon;38.7581;-89.9839;United States;NA;USA
Monmouth;40.9142;-90.6419;United States;NA;USA
Inverness;42.1153;-88.1019;United States;NA;USA
Mount Prospect;42.0653;-87.937;United States;NA;USA
Round Lake Beach;42.3791;-88.0811;United States;NA;USA
Staunton;39.0117;-89.7904;United States;NA;USA
Eureka;40.7147;-89.2776;United States;NA;USA
Bloomington;40.4757;-88.9705;United States;NA;USA
Lake in the Hills;42.1913;-88.3478;United States;NA;USA
Beardstown;39.9996;-90.4181;United States;NA;USA
Country Club Hills;41.5638;-87.7246;United States;NA;USA
Western Springs;41.8022;-87.9006;United States;NA;USA
Olney;38.7286;-88.0841;United States;NA;USA
Des Plaines;42.0344;-87.9008;United States;NA;USA
Palatine;42.1181;-88.043;United States;NA;USA
Belvidere;42.2544;-88.8646;United States;NA;USA
Cary;42.2128;-88.2491;United States;NA;USA
Chester;37.9199;-89.8259;United States;NA;USA
Darien;41.7447;-87.9823;United States;NA;USA
Roselle;41.9807;-88.0862;United States;NA;USA
Greenville;38.8866;-89.3896;United States;NA;USA
Woodstock;42.3102;-88.4356;United States;NA;USA
Mahomet;40.1884;-88.3908;United States;NA;USA
Lake Forest;42.238;-87.8596;United States;NA;USA
North Chicago;42.3172;-87.8596;United States;NA;USA
Highland;38.7605;-89.6808;United States;NA;USA
Pingree Grove;42.0857;-88.4362;United States;NA;USA
Grayslake;42.3405;-88.0339;United States;NA;USA
Geneva;41.8833;-88.3243;United States;NA;USA
Jacksonville;39.7292;-90.232;United States;NA;USA
Barrington;42.1515;-88.1281;United States;NA;USA
Fox Lake;42.4238;-88.1843;United States;NA;USA
Winthrop Harbor;42.4805;-87.8291;United States;NA;USA
O'Fallon;38.5976;-89.9156;United States;NA;USA
Fort Valley;32.5521;-83.8819;United States;NA;USA
Buford;34.1185;-83.9917;United States;NA;USA
Richmond Hill;31.9203;-81.3124;United States;NA;USA
Atlanta;33.7626;-84.4228;United States;NA;USA
Sugar Hill;34.1082;-84.056;United States;NA;USA
Swainsboro;32.5866;-82.3345;United States;NA;USA
Toccoa;34.5807;-83.3256;United States;NA;USA
Sylvester;31.53;-83.8338;United States;NA;USA
Cedartown;34.0224;-85.248;United States;NA;USA
Wrightsville;32.7265;-82.7197;United States;NA;USA
Cochran;32.3875;-83.3523;United States;NA;USA
Moultrie;31.1592;-83.7708;United States;NA;USA
Milledgeville;33.0874;-83.2414;United States;NA;USA
Pooler;32.1043;-81.2568;United States;NA;USA
Canton;34.2469;-84.4902;United States;NA;USA
Vidalia;32.2134;-82.4035;United States;NA;USA
Acworth;34.0565;-84.6708;United States;NA;USA
Johns Creek;34.0333;-84.2027;United States;NA;USA
Valdosta;30.8503;-83.2789;United States;NA;USA
Norcross;33.9378;-84.2065;United States;NA;USA
Morrow;33.5816;-84.3391;United States;NA;USA
Byron;32.6475;-83.754;United States;NA;USA
Statesboro;32.4376;-81.775;United States;NA;USA
Tyrone;33.4755;-84.594;United States;NA;USA
Dunwoody;33.9418;-84.3122;United States;NA;USA
Hartwell;34.3501;-82.9287;United States;NA;USA
Centerville;32.6341;-83.6853;United States;NA;USA
Peachtree City;33.3943;-84.5711;United States;NA;USA
Calhoun;34.4927;-84.9395;United States;NA;USA
Cornelia;34.5164;-83.5308;United States;NA;USA
Locust Grove;33.3436;-84.1067;United States;NA;USA
Carrollton;33.5818;-85.0837;United States;NA;USA
Summerville;34.4788;-85.3491;United States;NA;USA
Alpharetta;34.0704;-84.2739;United States;NA;USA
Snellville;33.856;-84.0038;United States;NA;USA
Barnesville;33.0511;-84.1526;United States;NA;USA
Duluth;34.0054;-84.1493;United States;NA;USA
Braselton;34.1086;-83.8126;United States;NA;USA
Loganville;33.8353;-83.8957;United States;NA;USA
Covington;33.6049;-83.8465;United States;NA;USA
Marietta;33.9532;-84.5421;United States;NA;USA
Augusta;33.3645;-82.0708;United States;NA;USA
Rome;34.2662;-85.1862;United States;NA;USA
Woodstock;34.1027;-84.5086;United States;NA;USA
Brookhaven;33.8746;-84.3314;United States;NA;USA
Savannah;32.0282;-81.1786;United States;NA;USA
Rockmart;34.0103;-85.0441;United States;NA;USA
Jefferson;34.1364;-83.6021;United States;NA;USA
Stonecrest;33.6843;-84.1373;United States;NA;USA
Kennesaw;34.0262;-84.6177;United States;NA;USA
Commerce;34.2129;-83.4729;United States;NA;USA
Hinesville;31.8247;-81.6135;United States;NA;USA
Port Wentworth;32.1942;-81.1984;United States;NA;USA
Jesup;31.5991;-81.8898;United States;NA;USA
Fairburn;33.5497;-84.5914;United States;NA;USA
Folkston;30.8392;-82.0073;United States;NA;USA
Winder;33.9917;-83.7218;United States;NA;USA
Dacula;33.9815;-83.8951;United States;NA;USA
Stockbridge;33.5264;-84.2293;United States;NA;USA
Fort Oglethorpe;34.9318;-85.246;United States;NA;USA
Waycross;31.2108;-82.358;United States;NA;USA
Flowery Branch;34.1712;-83.9141;United States;NA;USA
Auburn;34.0151;-83.8317;United States;NA;USA
Douglasville;33.7384;-84.7074;United States;NA;USA
Americus;32.0736;-84.2249;United States;NA;USA
Chamblee;33.8842;-84.3008;United States;NA;USA
Decatur;33.7711;-84.2968;United States;NA;USA
Elberton;34.1064;-82.8705;United States;NA;USA
Union City;33.5939;-84.5629;United States;NA;USA
Grovetown;33.4503;-82.2076;United States;NA;USA
Monroe;33.7992;-83.7162;United States;NA;USA
Cordele;31.9563;-83.7694;United States;NA;USA
McDonough;33.4398;-84.1508;United States;NA;USA
Newnan;33.3763;-84.7758;United States;NA;USA
Tucker;33.8436;-84.202;United States;NA;USA
Powder Springs;33.866;-84.6838;United States;NA;USA
Fitzgerald;31.7135;-83.2515;United States;NA;USA
Dublin;32.5357;-82.9279;United States;NA;USA
Bremen;33.7086;-85.1498;United States;NA;USA
Warner Robins;32.598;-83.6528;United States;NA;USA
Dalton;34.7689;-84.9711;United States;NA;USA
Sandy Springs;33.9366;-84.3703;United States;NA;USA
Jackson;33.2913;-83.968;United States;NA;USA
Holly Springs;34.1681;-84.4848;United States;NA;USA
Villa Rica;33.7305;-84.917;United States;NA;USA
Rincon;32.2946;-81.2354;United States;NA;USA
Suwanee;34.0506;-84.0687;United States;NA;USA
Thomson;33.4666;-82.4992;United States;NA;USA
La Grange;33.0276;-85.0383;United States;NA;USA
Forest Park;33.6209;-84.359;United States;NA;USA
Austell;33.8202;-84.6453;United States;NA;USA
Dallas;33.9153;-84.8416;United States;NA;USA
Peachtree Corners;33.967;-84.2319;United States;NA;USA
Baxley;31.7642;-82.3508;United States;NA;USA
Waynesboro;33.0909;-82.0146;United States;NA;USA
Montezuma;32.2997;-84.0246;United States;NA;USA
Kingsland;30.8193;-81.7219;United States;NA;USA
Douglas;31.5073;-82.8543;United States;NA;USA
Fayetteville;33.45;-84.4708;United States;NA;USA
Cleveland;34.5971;-83.7622;United States;NA;USA
Doraville;33.9073;-84.2711;United States;NA;USA
Athens;33.9508;-83.3689;United States;NA;USA
Cumming;34.2066;-84.1337;United States;NA;USA
Lovejoy;33.4419;-84.3176;United States;NA;USA
LaFayette;34.7089;-85.2814;United States;NA;USA
Garden City;32.0867;-81.1773;United States;NA;USA
Hampton;33.3836;-84.2855;United States;NA;USA
Clarkston;33.8117;-84.2405;United States;NA;USA
Smyrna;33.8633;-84.5168;United States;NA;USA
Albany;31.5776;-84.1762;United States;NA;USA
Griffin;33.2418;-84.2747;United States;NA;USA
Conyers;33.6645;-83.9967;United States;NA;USA
Saint Marys;30.7567;-81.5722;United States;NA;USA
Stone Mountain;33.8034;-84.1724;United States;NA;USA
Lilburn;33.8887;-84.1379;United States;NA;USA
Cartersville;34.1632;-84.8007;United States;NA;USA
Dahlonega;34.5302;-83.9796;United States;NA;USA
Jasper;34.4711;-84.4494;United States;NA;USA
Cairo;30.879;-84.2051;United States;NA;USA
Perry;32.4714;-83.7283;United States;NA;USA
Gainesville;34.2901;-83.8301;United States;NA;USA
East Point;33.6696;-84.47;United States;NA;USA
College Park;33.637;-84.4629;United States;NA;USA
Brunswick;31.145;-81.474;United States;NA;USA
Sandersville;32.9827;-82.8093;United States;NA;USA
Columbus;32.51;-84.8771;United States;NA;USA
Forsyth;33.0347;-83.938;United States;NA;USA
Cusseta;32.347;-84.787;United States;NA;USA
Thomasville;30.8394;-83.9782;United States;NA;USA
Tifton;31.4625;-83.5205;United States;NA;USA
Eastman;32.1973;-83.1714;United States;NA;USA
Lawrenceville;33.9524;-83.993;United States;NA;USA
Bainbridge;30.9046;-84.5722;United States;NA;USA
Thomaston;32.8907;-84.3272;United States;NA;USA
Camilla;31.2337;-84.2089;United States;NA;USA
Springfield;32.3641;-81.3078;United States;NA;USA
Milton;34.1353;-84.3138;United States;NA;USA
Riverdale;33.5639;-84.4103;United States;NA;USA
Adel;31.1316;-83.425;United States;NA;USA
Roswell;34.0391;-84.3513;United States;NA;USA
Hapeville;33.6609;-84.4093;United States;NA;USA
Brownsburg;39.8328;-86.3824;United States;NA;USA
Wabash;40.8034;-85.8301;United States;NA;USA
Charlestown;38.427;-85.6677;United States;NA;USA
Whitestown;39.9704;-86.3607;United States;NA;USA
Batesville;39.2974;-85.2139;United States;NA;USA
Huntertown;41.2158;-85.1715;United States;NA;USA
McCordsville;39.8958;-85.9213;United States;NA;USA
Goshen;41.5741;-85.8304;United States;NA;USA
Griffith;41.5279;-87.424;United States;NA;USA
Jeffersonville;38.3377;-85.7026;United States;NA;USA
Lebanon;40.0318;-86.455;United States;NA;USA
Hammond;41.617;-87.4908;United States;NA;USA
Terre Haute;39.4654;-87.3763;United States;NA;USA
Corydon;38.2132;-86.126;United States;NA;USA
LaPorte;41.6077;-86.7137;United States;NA;USA
Scottsburg;38.6854;-85.7831;United States;NA;USA
Munster;41.5468;-87.5037;United States;NA;USA
Richmond;39.8318;-84.8905;United States;NA;USA
Gas City;40.4898;-85.5984;United States;NA;USA
Columbus;39.2091;-85.918;United States;NA;USA
Seymour;38.9478;-85.8912;United States;NA;USA
South Bend;41.6771;-86.2692;United States;NA;USA
Attica;40.2877;-87.2449;United States;NA;USA
West Lafayette;40.4432;-86.9239;United States;NA;USA
Dyer;41.4977;-87.5088;United States;NA;USA
Clinton;39.6607;-87.4046;United States;NA;USA
Greenfield;39.7936;-85.7737;United States;NA;USA
Plainfield;39.6957;-86.3706;United States;NA;USA
Syracuse;41.4215;-85.749;United States;NA;USA
Columbia City;41.1613;-85.4855;United States;NA;USA
Lowell;41.293;-87.4202;United States;NA;USA
North Manchester;41.0044;-85.775;United States;NA;USA
Bluffton;40.7426;-85.173;United States;NA;USA
Monticello;40.7455;-86.7669;United States;NA;USA
Fort Wayne;41.0885;-85.1436;United States;NA;USA
Avon;39.7599;-86.3911;United States;NA;USA
Martinsville;39.4227;-86.4208;United States;NA;USA
Bargersville;39.5412;-86.2004;United States;NA;USA
Gary;41.5906;-87.3472;United States;NA;USA
Frankfort;40.2799;-86.518;United States;NA;USA
Peru;40.7585;-86.0715;United States;NA;USA
Ellettsville;39.2322;-86.6238;United States;NA;USA
Marion;40.5497;-85.66;United States;NA;USA
Chesterton;41.5995;-87.0549;United States;NA;USA
Westfield;40.0322;-86.154;United States;NA;USA
Angola;41.6432;-85.0051;United States;NA;USA
Valparaiso;41.4781;-87.0507;United States;NA;USA
Huntington;40.882;-85.5054;United States;NA;USA
Brazil;39.5232;-87.1244;United States;NA;USA
Winfield;41.4097;-87.2623;United States;NA;USA
Elkhart;41.6913;-85.9628;United States;NA;USA
Carmel;39.9658;-86.1461;United States;NA;USA
Huntingburg;38.3009;-86.9625;United States;NA;USA
Kokomo;40.464;-86.1277;United States;NA;USA
Auburn;41.3666;-85.056;United States;NA;USA
Crown Point;41.414;-87.3455;United States;NA;USA
New Whiteland;39.5618;-86.0994;United States;NA;USA
Danville;39.7607;-86.5081;United States;NA;USA
Connersville;39.6582;-85.141;United States;NA;USA
Decatur;40.8301;-84.9281;United States;NA;USA
Lafayette;40.3991;-86.8594;United States;NA;USA
Boonville;38.0469;-87.2845;United States;NA;USA
East Chicago;41.6484;-87.4536;United States;NA;USA
Clarksville;38.3223;-85.7673;United States;NA;USA
Tell City;37.9528;-86.7596;United States;NA;USA
Fishers;39.9589;-85.967;United States;NA;USA
Bedford;38.8603;-86.4895;United States;NA;USA
Zionsville;39.999;-86.2921;United States;NA;USA
Noblesville;40.0353;-86.006;United States;NA;USA
New Albany;38.3078;-85.8242;United States;NA;USA
Shelbyville;39.5325;-85.7762;United States;NA;USA
Rochester;41.059;-86.1961;United States;NA;USA
Yorktown;40.183;-85.5123;United States;NA;USA
Crawfordsville;40.0433;-86.8961;United States;NA;USA
Anderson;40.0874;-85.692;United States;NA;USA
Evansville;37.9882;-87.5339;United States;NA;USA
Saint John;41.4431;-87.4699;United States;NA;USA
Nappanee;41.4451;-85.9941;United States;NA;USA
Sellersburg;38.4028;-85.7706;United States;NA;USA
Speedway;39.7937;-86.2479;United States;NA;USA
Logansport;40.7472;-86.3519;United States;NA;USA
Princeton;38.3552;-87.5785;United States;NA;USA
Winona Lake;41.2166;-85.8106;United States;NA;USA
Portage;41.5866;-87.1792;United States;NA;USA
Westville;41.5381;-86.9054;United States;NA;USA
Salem;38.6048;-86.0977;United States;NA;USA
Cumberland;39.7852;-85.9498;United States;NA;USA
Hartford City;40.4536;-85.3735;United States;NA;USA
Mishawaka;41.6734;-86.1668;United States;NA;USA
Berne;40.6567;-84.9555;United States;NA;USA
Tipton;40.2817;-86.0423;United States;NA;USA
Portland;40.4377;-84.9835;United States;NA;USA
Vincennes;38.676;-87.5102;United States;NA;USA
North Vernon;39.0175;-85.6314;United States;NA;USA
Bloomington;39.1637;-86.5256;United States;NA;USA
Greenwood;39.6019;-86.1073;United States;NA;USA
Alexandria;40.2583;-85.676;United States;NA;USA
Lawrenceburg;39.0986;-84.8714;United States;NA;USA
Washington;38.6592;-87.1721;United States;NA;USA
Jasper;38.3936;-86.9405;United States;NA;USA
Garrett;41.3536;-85.1235;United States;NA;USA
Greensburg;39.3514;-85.5024;United States;NA;USA
Muncie;40.1989;-85.395;United States;NA;USA
Merrillville;41.4728;-87.3197;United States;NA;USA
Beech Grove;39.7153;-86.087;United States;NA;USA
Mooresville;39.6038;-86.3674;United States;NA;USA
Indianapolis;39.7771;-86.1458;United States;NA;USA
Michigan City;41.7098;-86.8705;United States;NA;USA
Madison;38.7581;-85.3971;United States;NA;USA
Rushville;39.6156;-85.4466;United States;NA;USA
Plymouth;41.3482;-86.3188;United States;NA;USA
Cedar Lake;41.3694;-87.4381;United States;NA;USA
Greencastle;39.6431;-86.8419;United States;NA;USA
Linton;39.0357;-87.1587;United States;NA;USA
Lake Station;41.5729;-87.2599;United States;NA;USA
Lawrence;39.8674;-85.9904;United States;NA;USA
Schererville;41.487;-87.4444;United States;NA;USA
Kendallville;41.4441;-85.2579;United States;NA;USA
Hobart;41.5139;-87.2729;United States;NA;USA
Franklin;39.4934;-86.0545;United States;NA;USA
Highland;41.5484;-87.4588;United States;NA;USA
Union City;40.1995;-84.8206;United States;NA;USA
Mount Vernon;37.9364;-87.8955;United States;NA;USA
Rensselaer;40.9381;-87.1683;United States;NA;USA
New Castle;39.919;-85.3697;United States;NA;USA
New Haven;41.0669;-85.0282;United States;NA;USA
Elwood;40.2743;-85.8371;United States;NA;USA
Warsaw;41.2443;-85.8479;United States;NA;USA
Le Mars;42.7809;-96.1743;United States;NA;USA
Pleasant Hill;41.5857;-93.4997;United States;NA;USA
Davenport;41.5563;-90.6052;United States;NA;USA
Winterset;41.3456;-94.0136;United States;NA;USA
Burlington;40.8072;-91.1249;United States;NA;USA
Sioux Center;43.0747;-96.1709;United States;NA;USA
Ankeny;41.728;-93.6031;United States;NA;USA
Charles City;43.0644;-92.6745;United States;NA;USA
Mount Pleasant;40.9625;-91.5453;United States;NA;USA
Spirit Lake;43.4176;-95.1109;United States;NA;USA
Centerville;40.7294;-92.8718;United States;NA;USA
Nevada;42.0185;-93.4637;United States;NA;USA
Orange City;43.0021;-96.0567;United States;NA;USA
Waverly;42.7249;-92.4707;United States;NA;USA
Newton;41.6964;-93.0403;United States;NA;USA
Marshalltown;42.0341;-92.9067;United States;NA;USA
Washington;41.2982;-91.6928;United States;NA;USA
Grinnell;41.7373;-92.7244;United States;NA;USA
Dubuque;42.5007;-90.7067;United States;NA;USA
Marion;42.0452;-91.5847;United States;NA;USA
Creston;41.0597;-94.365;United States;NA;USA
Iowa City;41.6559;-91.5304;United States;NA;USA
Clinton;41.8434;-90.2408;United States;NA;USA
Knoxville;41.3188;-93.1024;United States;NA;USA
Norwalk;41.4901;-93.6916;United States;NA;USA
Algona;43.0743;-94.2302;United States;NA;USA
Asbury;42.512;-90.7795;United States;NA;USA
Clear Lake;43.1346;-93.374;United States;NA;USA
Webster City;42.4623;-93.8167;United States;NA;USA
Boone;42.053;-93.8771;United States;NA;USA
Ottumwa;41.0196;-92.4186;United States;NA;USA
Glenwood;41.0445;-95.7408;United States;NA;USA
Johnston;41.6856;-93.7173;United States;NA;USA
Denison;42.016;-95.3528;United States;NA;USA
Independence;42.4621;-91.903;United States;NA;USA
Humboldt;42.7232;-94.2245;United States;NA;USA
Indianola;41.3629;-93.5652;United States;NA;USA
Carroll;42.0699;-94.8647;United States;NA;USA
Keokuk;40.4096;-91.4031;United States;NA;USA
Waterloo;42.492;-92.3522;United States;NA;USA
Estherville;43.3998;-94.8343;United States;NA;USA
Decorah;43.3016;-91.7845;United States;NA;USA
North Liberty;41.7439;-91.6105;United States;NA;USA
Spencer;43.1468;-95.1534;United States;NA;USA
Oelwein;42.6715;-91.9133;United States;NA;USA
Altoona;41.6461;-93.4758;United States;NA;USA
Bettendorf;41.5656;-90.4764;United States;NA;USA
Maquoketa;42.0599;-90.665;United States;NA;USA
Clive;41.6147;-93.7979;United States;NA;USA
Grimes;41.6775;-93.7946;United States;NA;USA
Council Bluffs;41.2369;-95.8517;United States;NA;USA
Des Moines;41.5725;-93.6104;United States;NA;USA
Anamosa;42.1091;-91.2758;United States;NA;USA
Clarinda;40.738;-95.034;United States;NA;USA
Fort Madison;40.6198;-91.352;United States;NA;USA
Cedar Rapids;41.9667;-91.6782;United States;NA;USA
Mount Vernon;41.923;-91.4244;United States;NA;USA
Perry;41.838;-94.0943;United States;NA;USA
Oskaloosa;41.2922;-92.6403;United States;NA;USA
Sioux City;42.4959;-96.3901;United States;NA;USA
Storm Lake;42.6431;-95.197;United States;NA;USA
Cedar Falls;42.5195;-92.4534;United States;NA;USA
Waukee;41.6001;-93.8709;United States;NA;USA
Red Oak;41.0141;-95.2248;United States;NA;USA
Fort Dodge;42.5098;-94.1751;United States;NA;USA
Muscatine;41.4195;-91.068;United States;NA;USA
Fairfield;41.0066;-91.9671;United States;NA;USA
Pella;41.4051;-92.9177;United States;NA;USA
Ames;42.0261;-93.6279;United States;NA;USA
Eldridge;41.6394;-90.5805;United States;NA;USA
Urbandale;41.639;-93.7814;United States;NA;USA
Coralville;41.699;-91.5967;United States;NA;USA
Mason City;43.1487;-93.1998;United States;NA;USA
West Des Moines;41.5527;-93.7805;United States;NA;USA
Atlantic;41.3957;-95.0138;United States;NA;USA
Bondurant;41.6986;-93.4546;United States;NA;USA
Hiawatha;42.0539;-91.6906;United States;NA;USA
McAlester;34.9262;-95.7698;United States;NA;USA
Shawnee;35.3525;-96.9647;United States;NA;USA
Skiatook;36.3693;-95.9815;United States;NA;USA
Wagoner;35.9641;-95.379;United States;NA;USA
Broken Arrow;36.0365;-95.7808;United States;NA;USA
Durant;33.9957;-96.3938;United States;NA;USA
Midwest City;35.463;-97.371;United States;NA;USA
Stillwater;36.1315;-97.0739;United States;NA;USA
Mustang;35.3917;-97.7245;United States;NA;USA
Blanchard;35.1523;-97.6612;United States;NA;USA
Sand Springs;36.1342;-96.1283;United States;NA;USA
Sallisaw;35.4608;-94.807;United States;NA;USA
Guthrie;35.8429;-97.4359;United States;NA;USA
Owasso;36.2886;-95.8319;United States;NA;USA
Tahlequah;35.9116;-94.9773;United States;NA;USA
Purcell;35.018;-97.3747;United States;NA;USA
Blackwell;36.8011;-97.3009;United States;NA;USA
Edmond;35.6689;-97.4159;United States;NA;USA
Sapulpa;36.009;-96.0983;United States;NA;USA
Warr Acres;35.5284;-97.6182;United States;NA;USA
Duncan;34.5425;-97.919;United States;NA;USA
Idabel;33.9041;-94.8294;United States;NA;USA
Grove;36.5925;-94.7885;United States;NA;USA
